"","couponID","price","basePrice","reward","brand","productGroup","catSub1","catSub2","catSub3","catSub4","catSub5","nSubCats"
"15098","cpn3139",7.87,1.05,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"15099","cpn3140",3.33,0.97,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"15108","cpn3141",8.29,2.76,0.94,"brand3","prod109","cat12",NA,NA,NA,NA,1
"15110","cpn3142",2.32,0.83,1.57,"brand3","prod85","cat5",NA,NA,NA,NA,1
"15112","cpn3143",4.58,1.83,0.94,"brand2","prod226","cat23",NA,NA,NA,NA,1
"15159","cpn3145",5.97,1.99,1.57,"brand3","prod53","cat6",NA,NA,NA,NA,1
"15190","cpn3146",3.2,0.8,1.57,"brand3","prod124","cat8",NA,NA,NA,NA,1
"15252","cpn3149",3.84,3.07,1.26,"brand3","prod39","cat5",NA,NA,NA,NA,1
"15258","cpn3150",5.46,9.1,1.57,"brand7","prod195","cat5",NA,NA,NA,NA,1
"15274","cpn3151",4.12,2.06,1.88,"brand3","prod132","cat8",NA,NA,NA,NA,1
"15282","cpn3153",2.64,0,1.26,"brand3","prod60","cat5",NA,NA,NA,NA,1
"15327","cpn3156",4.58,10.19,0.94,"brand3","prod114","cat5",NA,NA,NA,NA,1
"15337","cpn3157",3.06,3.06,1.88,"brand3","prod15","cat8",NA,NA,NA,NA,1
"15344","cpn3159",2.45,0,2.2,"brand3","prod190","cat13",NA,NA,NA,NA,1
"15345","cpn3160",2.32,0.05,2.2,"brand2","prod25","cat13",NA,NA,NA,NA,1
"15358","cpn3161",2.55,1.06,0.94,"brand3","prod39","cat5",NA,NA,NA,NA,1
"15375","cpn3162",2.78,0,1.57,"brand3","prod77","cat6",NA,NA,NA,NA,1
"15405","cpn3165",16.39,2.73,1.57,"brand3","prod21","cat12",NA,NA,NA,NA,1
"15425","cpn3168",4.45,0,1.57,"brand3","prod94","cat5",NA,NA,NA,NA,1
"15426","cpn3169",4.17,1.79,0.94,"brand3","prod157","cat5",NA,NA,NA,NA,1
"15463","cpn3171",4.58,4.72,1.26,"brand3","prod60","cat5",NA,NA,NA,NA,1
"15468","cpn3172",3.06,5.35,1.57,"brand3","prod69","cat5",NA,NA,NA,NA,1
"15481","cpn3173",2.64,2.64,0.94,"brand3","prod60","cat5",NA,NA,NA,NA,1
"15485","cpn3174",2.5,2.5,1.57,"brand3","prod60","cat5",NA,NA,NA,NA,1
"15493","cpn3175",3.33,0.44,1.88,"brand2","prod115","cat13",NA,NA,NA,NA,1
"15501","cpn3176",6.34,2.54,1.57,"brand3","prod53","cat6",NA,NA,NA,NA,1
"15509","cpn3177",4.17,1.22,1.26,"brand3","prod80","cat5",NA,NA,NA,NA,1
"15514","cpn3178",7.41,3.7,1.26,"brand3","prod69","cat5",NA,NA,NA,NA,1
"15547","cpn3179",3.52,0.7,1.57,"brand3","prod101","cat8",NA,NA,NA,NA,1
"15578","cpn3181",7.32,0.97,1.57,"brand3","prod48","cat13",NA,NA,NA,NA,1
"15594","cpn3182",4.54,6.05,1.57,"brand3","prod116","cat6",NA,NA,NA,NA,1
"15631","cpn3185",13.43,6.71,0.94,"brand3","prod198","cat6",NA,NA,NA,NA,1
"15645","cpn3187",3.15,0,2.51,"brand2","prod120","cat13",NA,NA,NA,NA,1
"15657","cpn3189",8.75,0,1.88,"brand3","prod160","cat6",NA,NA,NA,NA,1
"15661","cpn3190",4.58,0.92,2.2,"brand3","prod113","cat11",NA,NA,NA,NA,1
"15672","cpn3191",7.36,6.13,1.57,"brand3","prod114","cat5",NA,NA,NA,NA,1
"15687","cpn3192",6.02,0,2.2,"brand3","prod193","cat13",NA,NA,NA,NA,1
"15717","cpn3194",4.35,0,1.57,"brand3","prod129","cat13",NA,NA,NA,NA,1
"15794","cpn3197",3.66,0,2.51,"brand2","prod136","cat13",NA,NA,NA,NA,1
"15860","cpn3198",3.89,1.05,1.57,"brand3","prod73","cat5",NA,NA,NA,NA,1
"15871","cpn3199",9.22,3.07,1.57,"brand3","prod87","cat12",NA,NA,NA,NA,1
"15898","cpn3201",7.78,2.59,1.57,"brand3","prod145","cat12",NA,NA,NA,NA,1
"15912","cpn3202",3.66,0,1.26,"brand3","prod39","cat5",NA,NA,NA,NA,1
"15928","cpn3203",3.47,1.73,1.26,"brand3","prod106","cat8",NA,NA,NA,NA,1
"15931","cpn3204",3.61,1.81,1.26,"brand3","prod99","cat5",NA,NA,NA,NA,1
"15933","cpn3205",2.5,0.95,0.94,"brand2","prod150","cat5",NA,NA,NA,NA,1
"15939","cpn3206",3.61,1.61,0.94,"brand3","prod57","cat5",NA,NA,NA,NA,1
"15996","cpn3208",2.64,0,1.26,"brand3","prod60","cat5",NA,NA,NA,NA,1
"16025","cpn3209",9.03,0.25,1.26,"brand3","prod23","cat13",NA,NA,NA,NA,1
"16026","cpn3210",5.09,0,1.57,"brand3","prod151","cat13",NA,NA,NA,NA,1
"16029","cpn3211",5.09,13.58,1.57,"brand3","prod63","cat5",NA,NA,NA,NA,1
"16033","cpn3212",3.66,0,0.94,"brand3","prod60","cat5",NA,NA,NA,NA,1
"16037","cpn3213",4.45,7.41,1.57,"brand3","prod94","cat5",NA,NA,NA,NA,1
"16053","cpn3214",8.29,3.95,1.26,"brand3","prod17","cat5",NA,NA,NA,NA,1
"16056","cpn3215",15.7,15.7,0.94,"brand3","prod17","cat5",NA,NA,NA,NA,1
"16094","cpn3217",6.95,1.93,1.26,"brand3","prod98","cat10",NA,NA,NA,NA,1
"16133","cpn3218",2.55,0.29,1.57,"brand2","prod150","cat5",NA,NA,NA,NA,1
"16134","cpn3219",2.5,1.74,2.2,"brand19","prod94","cat5",NA,NA,NA,NA,1
"16140","cpn3220",5,5.05,1.88,"brand3","prod109","cat12",NA,NA,NA,NA,1
"16144","cpn3221",3.66,0.91,0.94,"brand14","prod55","cat11",NA,NA,NA,NA,1
"16155","cpn3222",3.06,3.06,1.57,"brand3","prod41","cat5",NA,NA,NA,NA,1
"16183","cpn3223",3.61,0,3.14,"brand2","prod146","cat13",NA,NA,NA,NA,1
"16238","cpn3227",4.54,2.13,2.2,"brand19","prod205","cat12",NA,NA,NA,NA,1
"16239","cpn3228",2.69,5.68,0.94,"brand3","prod205","cat12",NA,NA,NA,NA,1
"16268","cpn3230",10.14,0,2.51,"brand2","prod146","cat13",NA,NA,NA,NA,1
"16270","cpn3231",6.67,2.22,1.26,"brand3","prod31","cat1",NA,NA,NA,NA,1
"16313","cpn3233",2.59,0,2.51,"brand2","prod25","cat13",NA,NA,NA,NA,1
"16346","cpn3234",11.07,7.63,3.14,"brand3","prod114","cat5",NA,NA,NA,NA,1
"16348","cpn3235",3.1,0,2.51,"brand2","prod25","cat13",NA,NA,NA,NA,1
"16376","cpn3236",2.59,0.6,1.88,"brand2","prod37","cat5",NA,NA,NA,NA,1
"16388","cpn3237",5.37,3.58,1.88,"brand3","prod92","cat6",NA,NA,NA,NA,1
"16415","cpn3239",5.42,0.56,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"16416","cpn3240",3.61,2.41,0.94,"brand2","prod112","cat21",NA,NA,NA,NA,1
"16418","cpn3241",11.9,7.34,1.57,"brand3","prod147","cat13",NA,NA,NA,NA,1
"16425","cpn3242",3.47,1.08,1.57,"brand3","prod73","cat5",NA,NA,NA,NA,1
"16485","cpn3243",19.4,4.84,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"16500","cpn3244",6.44,5.36,1.26,"brand3","prod112","cat21",NA,NA,NA,NA,1
"16542","cpn3245",4.49,0,1.57,"brand3","prod34","cat5",NA,NA,NA,NA,1
"16632","cpn3248",3.33,4.45,1.57,"brand3","prod116","cat6",NA,NA,NA,NA,1
"16671","cpn3249",11.58,3.85,2.2,"brand3","prod14","cat5",NA,NA,NA,NA,1
"16688","cpn3250",2.73,2.73,1.57,"brand4","prod47","cat11",NA,NA,NA,NA,1
"16700","cpn3251",2.73,1.82,1.26,"brand3","prod39","cat5",NA,NA,NA,NA,1
"16713","cpn3252",3.66,0.18,1.57,"brand3","prod148","cat13",NA,NA,NA,NA,1
"16739","cpn3254",2.73,0.68,1.57,"brand3","prod9","cat5",NA,NA,NA,NA,1
"16748","cpn3255",5.28,4.4,1.57,"brand3","prod12","cat5",NA,NA,NA,NA,1
"16767","cpn3256",9.12,450.51,6.28,"brand2","prod65","cat13",NA,NA,NA,NA,1
"16779","cpn3257",10.65,8.52,1.57,"brand3","prod114","cat5",NA,NA,NA,NA,1
"16791","cpn3258",5.84,1.95,1.26,"brand3","prod60","cat5",NA,NA,NA,NA,1
"16826","cpn3259",3.66,1.21,1.57,"brand3","prod110","cat6",NA,NA,NA,NA,1
"16832","cpn3260",7.78,1.95,1.57,"brand2","prod86","cat3",NA,NA,NA,NA,1
"16839","cpn3261",3.15,0,1.57,"brand3","prod63","cat5",NA,NA,NA,NA,1
"16865","cpn3263",3.52,0.78,0.94,"brand11","prod123","cat10",NA,NA,NA,NA,1
"16900","cpn3264",3.8,0.63,1.57,"brand3","prod124","cat8",NA,NA,NA,NA,1
"16901","cpn3265",3.2,0.91,1.88,"brand2","prod46","cat3",NA,NA,NA,NA,1
"16941","cpn3267",3.66,0,1.26,"brand3","prod39","cat5",NA,NA,NA,NA,1
"16977","cpn3271",3.33,0,1.88,"brand3","prod115","cat13",NA,NA,NA,NA,1
"17051","cpn3274",8.29,1.66,1.26,"brand3","prod17","cat5",NA,NA,NA,NA,1
"17064","cpn3275",3.89,5.71,1.88,"brand3","prod4","cat5",NA,NA,NA,NA,1
"17087","cpn3276",4.08,4.08,1.57,"brand3","prod57","cat5",NA,NA,NA,NA,1
"17097","cpn3277",4.08,1.19,1.26,"brand3","prod112","cat21",NA,NA,NA,NA,1
"17153","cpn3280",6.3,4.2,1.26,"brand3","prod69","cat5",NA,NA,NA,NA,1
"17157","cpn3281",4.58,1.92,1.57,"brand3","prod143","cat5",NA,NA,NA,NA,1
"17192","cpn3282",3.06,2.04,1.57,"brand3","prod210","cat5",NA,NA,NA,NA,1
"17193","cpn3283",2.96,1.19,1.26,"brand3","prod125","cat5",NA,NA,NA,NA,1
"17205","cpn3284",4.35,4.35,0.94,"brand3","prod112","cat21",NA,NA,NA,NA,1
"17211","cpn3285",6.44,6.44,1.26,"brand3","prod17","cat5",NA,NA,NA,NA,1
"17212","cpn3286",3.66,4.87,1.57,"brand3","prod116","cat6",NA,NA,NA,NA,1
"17214","cpn3287",2.55,1.02,1.26,"brand3","prod130","cat6",NA,NA,NA,NA,1
"17229","cpn3288",5.37,0,1.26,"brand3","prod163","cat6",NA,NA,NA,NA,1
"17273","cpn3290",6.95,3.85,1.26,"brand3","prod96","cat5",NA,NA,NA,NA,1
"17298","cpn3291",9.22,3.69,1.57,"brand3","prod3","cat5",NA,NA,NA,NA,1
"17330","cpn3292",2.32,1,0.94,"brand2","prod41","cat5",NA,NA,NA,NA,1
"17335","cpn3293",3.33,1.41,1.26,"brand3","prod173","cat8",NA,NA,NA,NA,1
"17336","cpn3294",2.41,0,1.57,"brand3","prod60","cat5",NA,NA,NA,NA,1
"17385","cpn3295",2.87,0,1.57,"brand13","prod54","cat13",NA,NA,NA,NA,1
"17386","cpn3296",2.78,2.13,1.26,"brand6","prod38","cat1",NA,NA,NA,NA,1
"17393","cpn3297",3.89,3.89,1.57,"brand3","prod50","cat5",NA,NA,NA,NA,1
"17472","cpn3299",25.89,0,1.57,"brand3","prod228","cat13",NA,NA,NA,NA,1
"17533","cpn3301",6.85,0.74,1.26,"brand3","prod124","cat8",NA,NA,NA,NA,1
"17536","cpn3302",11.67,1.3,1.57,"brand3","prod87","cat12",NA,NA,NA,NA,1
"17537","cpn3303",10.05,9.93,1.26,"brand3","prod174","cat13",NA,NA,NA,NA,1
"17550","cpn3304",9.22,0,1.88,"brand3","prod67","cat13",NA,NA,NA,NA,1
"17556","cpn3305",3.89,0.44,1.26,"brand2","prod16","cat5",NA,NA,NA,NA,1
"17563","cpn3306",8.29,2.76,1.26,"brand3","prod121","cat12",NA,NA,NA,NA,1
"17564","cpn3307",7.22,0,1.26,"brand3","prod53","cat6",NA,NA,NA,NA,1
"17575","cpn3308",3.84,1.09,1.26,"brand2","prod15","cat8",NA,NA,NA,NA,1
"17588","cpn3309",4.54,6.05,1.57,"brand3","prod116","cat6",NA,NA,NA,NA,1
"17652","cpn3310",8.8,4.4,0.94,"brand3","prod114","cat5",NA,NA,NA,NA,1
"17667","cpn3311",4.08,3.7,1.57,"brand3","prod50","cat5",NA,NA,NA,NA,1
"17697","cpn3312",6.95,1.39,0.94,"brand3","prod160","cat6",NA,NA,NA,NA,1
"17712","cpn3314",2.5,1,0.94,"brand3","prod130","cat6",NA,NA,NA,NA,1
"17749","cpn3315",2.69,1.07,1.26,"brand3","prod52","cat5",NA,NA,NA,NA,1
"17751","cpn3316",5.74,0,3.14,"brand2","prod146","cat13",NA,NA,NA,NA,1
"17774","cpn3317",3.89,1.04,0.94,"brand3","prod27","cat5",NA,NA,NA,NA,1
"17784","cpn3318",4.08,11.99,1.26,"brand3","prod112","cat21",NA,NA,NA,NA,1
"17795","cpn3320",2.5,1,1.26,"brand3","prod130","cat6",NA,NA,NA,NA,1
"17796","cpn3321",6.95,2.32,1.57,"brand3","prod145","cat12",NA,NA,NA,NA,1
"17813","cpn3322",2.96,1.19,2.2,"brand11","prod55","cat11",NA,NA,NA,NA,1
"17850","cpn3323",8.8,0,3.14,"brand3","prod114","cat5",NA,NA,NA,NA,1
"17860","cpn3324",9.08,4.54,1.88,"brand3","prod5","cat6",NA,NA,NA,NA,1
"17861","cpn3325",6.39,3.2,1.26,"brand3","prod5","cat6",NA,NA,NA,NA,1
"17865","cpn3326",2.73,0.36,1.26,"brand2","prod85","cat5",NA,NA,NA,NA,1
"17868","cpn3327",5.46,15.17,1.57,"brand3","prod115","cat13",NA,NA,NA,NA,1
"17889","cpn3329",4.31,1.32,1.26,"brand3","prod27","cat5",NA,NA,NA,NA,1
"17898","cpn3330",2.69,0.83,1.26,"brand2","prod80","cat5",NA,NA,NA,NA,1
"17910","cpn3332",6.67,1.48,1.26,"brand3","prod229","cat20",NA,NA,NA,NA,1
"17980","cpn3333",4.17,2.08,1.26,"brand3","prod106","cat8",NA,NA,NA,NA,1
"17990","cpn3334",3.01,3.2,1.88,"brand3","prod39","cat5",NA,NA,NA,NA,1
"18017","cpn3335",2.41,4.3,1.88,"brand3","prod78","cat6",NA,NA,NA,NA,1
"18026","cpn3336",2.96,29.64,1.26,"brand3","prod48","cat13",NA,NA,NA,NA,1
"18027","cpn3337",2.96,29.64,1.26,"brand3","prod48","cat13",NA,NA,NA,NA,1
"18045","cpn3338",7.59,1.9,1.88,"brand3","prod54","cat13",NA,NA,NA,NA,1
"18056","cpn3339",3.33,2.22,1.26,"brand3","prod92","cat6",NA,NA,NA,NA,1
"18059","cpn3340",3.06,0,1.57,"brand3","prod53","cat6",NA,NA,NA,NA,1
"18061","cpn3341",3.66,1.62,0.94,"brand17","prod108","cat23",NA,NA,NA,NA,1
"18081","cpn3342",3.52,20.7,1.57,"brand3","prod4","cat5",NA,NA,NA,NA,1
"18098","cpn3344",3.66,0.95,6.28,"brand3","prod49","cat5",NA,NA,NA,NA,1
"18116","cpn3345",2.69,1.07,1.26,"brand3","prod52","cat5",NA,NA,NA,NA,1
"18202","cpn3347",4.35,2.18,1.26,"brand3","prod106","cat8",NA,NA,NA,NA,1
"18222","cpn3349",8.29,3.32,1.57,"brand3","prod23","cat13",NA,NA,NA,NA,1
"18225","cpn3350",4.58,1.91,1.57,"brand3","prod50","cat5",NA,NA,NA,NA,1
"18227","cpn3351",11.07,7.37,1.57,"brand3","prod65","cat13",NA,NA,NA,NA,1
"18294","cpn3354",2.32,0.46,1.57,"brand3","prod58","cat5",NA,NA,NA,NA,1
"18306","cpn3355",3.43,1.71,1.26,"brand2","prod14","cat5",NA,NA,NA,NA,1
"18337","cpn3358",5,2,1.57,"brand3","prod31","cat1",NA,NA,NA,NA,1
"18338","cpn3359",3.24,9,1.57,"brand3","prod63","cat5",NA,NA,NA,NA,1
"18407","cpn3361",2.73,0.55,0.63,"brand2","prod3","cat5",NA,NA,NA,NA,1
"18425","cpn3363",2.41,0,1.26,"brand3","prod60","cat5",NA,NA,NA,NA,1
"18426","cpn3364",7.36,0,1.88,"brand3","prod230","cat13",NA,NA,NA,NA,1
"18432","cpn3365",5.09,2.55,1.57,"brand2","prod12","cat5",NA,NA,NA,NA,1
"18460","cpn3366",11.9,2.64,3.14,"brand3","prod81","cat1",NA,NA,NA,NA,1
"18518","cpn3367",2.73,0.68,1.26,"brand3","prod37","cat5",NA,NA,NA,NA,1
"18549","cpn3369",2.73,4.79,1.57,"brand3","prod9","cat5",NA,NA,NA,NA,1
"18563","cpn3370",4.31,3.45,1.26,"brand3","prod39","cat5",NA,NA,NA,NA,1
"18599","cpn3371",9.12,1.14,6.28,"brand2","prod26","cat3",NA,NA,NA,NA,1
"18603","cpn3372",3.47,0.69,2.2,"brand2","prod110","cat6",NA,NA,NA,NA,1
"18605","cpn3373",3.66,2.44,1.26,"brand2","prod12","cat5",NA,NA,NA,NA,1
"18606","cpn3374",3.43,0,1.57,"brand3","prod50","cat5",NA,NA,NA,NA,1
"18642","cpn3376",4.08,4.08,1.57,"brand3","prod57","cat5",NA,NA,NA,NA,1
"18666","cpn3377",3.66,0.31,1.57,"brand2","prod16","cat5",NA,NA,NA,NA,1
"18667","cpn3378",5.79,2.32,0.94,"brand1","prod51","cat8",NA,NA,NA,NA,1
"18668","cpn3379",3.24,1.3,1.57,"brand3","prod52","cat5",NA,NA,NA,NA,1
"18669","cpn3380",9.22,2.09,1.26,"brand3","prod122","cat21",NA,NA,NA,NA,1
"18675","cpn3381",4.58,15.28,1.88,"brand3","prod63","cat5",NA,NA,NA,NA,1
"18693","cpn3383",3.66,0.73,1.57,"brand3","prod231","cat13",NA,NA,NA,NA,1
"18775","cpn3385",5.14,1.32,1.26,"brand3","prod124","cat8",NA,NA,NA,NA,1
"18783","cpn3386",3.33,1.67,0.63,"brand3","prod5","cat6",NA,NA,NA,NA,1
"18801","cpn3387",5.46,9.1,1.57,"brand7","prod195","cat5",NA,NA,NA,NA,1
"18807","cpn3388",3.33,0.56,1.57,"brand2","prod27","cat5",NA,NA,NA,NA,1
"18860","cpn3389",3.24,0,1.57,"brand2","prod52","cat5",NA,NA,NA,NA,1
"19054","cpn3391",2.32,1.16,1.57,"brand3","prod173","cat8",NA,NA,NA,NA,1
"19062","cpn3392",3.94,0,2.2,"brand3","prod218","cat13",NA,NA,NA,NA,1
"19131","cpn3394",7.36,0,1.26,"brand3","prod177","cat6",NA,NA,NA,NA,1
"19164","cpn3395",2.5,0,1.57,"brand3","prod60","cat5",NA,NA,NA,NA,1
"19236","cpn3398",5.28,4.22,1.57,"brand3","prod34","cat5",NA,NA,NA,NA,1
"19238","cpn3399",3.89,0,1.57,"brand3","prod50","cat5",NA,NA,NA,NA,1
"19248","cpn3400",11.86,1.19,0.94,"brand3","prod84","cat20",NA,NA,NA,NA,1
"19302","cpn3401",9.22,4.38,1.26,"brand3","prod114","cat5",NA,NA,NA,NA,1
"19329","cpn3402",5.51,16.7,1.57,"brand3","prod4","cat5",NA,NA,NA,NA,1
"19347","cpn3403",8.29,4.14,1.57,"brand7","prod130","cat6",NA,NA,NA,NA,1
"19482","cpn3406",2.32,1.19,1.26,"brand3","prod39","cat5",NA,NA,NA,NA,1
"19485","cpn3407",3.94,1.96,1.57,"brand3","prod144","cat5",NA,NA,NA,NA,1
"19536","cpn3408",6.44,5.27,1.26,"brand25","prod114","cat5",NA,NA,NA,NA,1
"19540","cpn3409",16.39,2.73,1.88,"brand3","prod87","cat12",NA,NA,NA,NA,1
"19542","cpn3411",4.58,0,1.88,"brand3","prod25","cat13",NA,NA,NA,NA,1
"19556","cpn3412",3.52,1.41,1.26,"brand3","prod12","cat5",NA,NA,NA,NA,1
"19569","cpn3414",4.26,8.87,1.26,"brand3","prod94","cat5",NA,NA,NA,NA,1
"19577","cpn3415",12.78,1.42,1.57,"brand3","prod145","cat12",NA,NA,NA,NA,1
"19585","cpn3416",5.33,0,1.88,"brand3","prod175","cat13",NA,NA,NA,NA,1
"19586","cpn3417",3.66,1.4,1.57,"brand3","prod150","cat5",NA,NA,NA,NA,1
"19593","cpn3418",2.87,0.57,1.57,"brand13","prod148","cat13",NA,NA,NA,NA,1
"19608","cpn3419",2.59,0.37,1.26,"brand3","prod37","cat5",NA,NA,NA,NA,1
"19610","cpn3420",3.29,0.44,1.26,"brand3","prod115","cat13",NA,NA,NA,NA,1
"19611","cpn3421",4.54,2.57,1.88,"brand3","prod78","cat6",NA,NA,NA,NA,1
"19645","cpn3424",4.45,1.78,1.57,"brand3","prod106","cat8",NA,NA,NA,NA,1
"19725","cpn3425",2.59,3.05,1.57,"brand3","prod27","cat5",NA,NA,NA,NA,1
"19806","cpn3427",3.98,6.63,1.57,"brand3","prod39","cat5",NA,NA,NA,NA,1
"19830","cpn3429",4.4,1.29,0.94,"brand3","prod112","cat21",NA,NA,NA,NA,1
"19862","cpn3430",5.09,1.27,1.26,"brand3","prod39","cat5",NA,NA,NA,NA,1
"19870","cpn3431",6.44,6.44,1.57,"brand2","prod166","cat23",NA,NA,NA,NA,1
"19938","cpn3434",2.73,2.73,1.88,"brand2","prod24","cat5",NA,NA,NA,NA,1
"19944","cpn3437",7.18,0,2.2,"brand3","prod146","cat13",NA,NA,NA,NA,1
"19979","cpn3438",2.41,2,1.88,"brand3","prod132","cat8",NA,NA,NA,NA,1
"20013","cpn3439",4.4,0,1.88,"brand2","prod146","cat13",NA,NA,NA,NA,1
"20075","cpn3440",9.22,6.14,1.57,"brand3","prod65","cat13",NA,NA,NA,NA,1
"20106","cpn3442",4.17,1.39,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"20141","cpn3443",3.89,0,1.57,"brand3","prod116","cat6",NA,NA,NA,NA,1
"20142","cpn3444",2.59,0,1.57,"brand3","prod77","cat6",NA,NA,NA,NA,1
"20155","cpn3445",9.17,9.17,1.88,"brand3","prod113","cat11",NA,NA,NA,NA,1
"20159","cpn3446",3.52,22,1.88,"brand3","prod39","cat5",NA,NA,NA,NA,1
"1","cpn1",3.24,5.4,1.57,"brand1","prod1","cat1","cat2",NA,NA,NA,2
"2","cpn2",5.19,0.57,1.57,"brand2","prod2","cat3","cat4",NA,NA,NA,2
"7","cpn7",7.92,2.64,1.26,"brand4","prod7","cat1","cat7",NA,NA,NA,2
"8","cpn8",4.17,1.39,1.26,"brand4","prod8","cat3","cat7",NA,NA,NA,2
"9","cpn9",2.73,0.88,1.26,"brand5","prod9","cat5","cat2",NA,NA,NA,2
"12","cpn12",5.74,4.25,1.57,"brand5","prod12","cat5","cat2",NA,NA,NA,2
"14","cpn14",5.74,0.88,1.57,"brand4","prod13","cat3","cat7",NA,NA,NA,2
"16","cpn16",7.5,1.25,0.63,"brand2","prod15","cat8","cat9",NA,NA,NA,2
"17","cpn17",4.35,1.44,1.26,"brand3","prod16","cat10","cat2",NA,NA,NA,2
"19","cpn19",4.68,2.59,1.26,"brand4","prod7","cat1","cat7",NA,NA,NA,2
"22","cpn22",9.17,2.04,0.94,"brand4","prod7","cat1","cat7",NA,NA,NA,2
"25","cpn25",4.54,4.54,1.26,"brand3","prod20","cat11","cat12",NA,NA,NA,2
"26","cpn26",3.98,1.99,1.88,"brand2","prod14","cat5","cat4",NA,NA,NA,2
"28","cpn28",7.5,1.25,0.94,"brand2","prod15","cat8","cat9",NA,NA,NA,2
"31","cpn31",6.95,6.95,1.57,"brand5","prod12","cat5","cat2",NA,NA,NA,2
"38","cpn37",7.59,0.84,1.88,"brand8","prod28","cat3","cat14",NA,NA,NA,2
"46","cpn45",10.56,3.52,0.94,"brand6","prod33","cat1","cat4",NA,NA,NA,2
"47","cpn46",4.58,0.92,1.26,"brand4","prod11","cat3","cat7",NA,NA,NA,2
"56","cpn55",4.08,2.04,1.57,"brand3","prod37","cat5","cat2",NA,NA,NA,2
"57","cpn56",3.66,1.82,1.26,"brand3","prod37","cat5","cat2",NA,NA,NA,2
"58","cpn57",6.67,9.52,1.57,"brand7","prod40","cat1","cat15",NA,NA,NA,2
"59","cpn58",4.82,1.05,1.57,"brand4","prod28","cat3","cat7",NA,NA,NA,2
"61","cpn60",7.22,2.19,1.57,"brand9","prod42","cat1","cat2",NA,NA,NA,2
"62","cpn61",4.35,1.44,1.26,"brand8","prod43","cat3","cat14",NA,NA,NA,2
"64","cpn63",12.18,4.87,1.57,"brand2","prod45","cat1","cat4",NA,NA,NA,2
"65","cpn64",3.89,1.39,0.94,"brand4","prod46","cat3","cat7",NA,NA,NA,2
"66","cpn65",5.51,2.75,2.51,"brand4","prod14","cat5","cat7",NA,NA,NA,2
"67","cpn66",17.32,7.87,0.94,"brand4","prod45","cat1","cat7",NA,NA,NA,2
"73","cpn71",5.51,1.1,1.88,"brand4","prod24","cat5","cat7",NA,NA,NA,2
"75","cpn73",4.03,1.07,0.94,"brand3","prod27","cat5","cat2",NA,NA,NA,2
"76","cpn74",9.86,3.29,1.26,"brand2","prod31","cat1","cat9",NA,NA,NA,2
"77","cpn75",3.98,2.74,1.26,"brand4","prod50","cat5","cat7",NA,NA,NA,2
"79","cpn77",4.4,1.99,0.94,"brand4","prod51","cat8","cat7",NA,NA,NA,2
"86","cpn83",3.15,0.44,0.94,"brand3","prod37","cat5","cat2",NA,NA,NA,2
"91","cpn88",9.63,9.63,1.26,"brand4","prod40","cat1","cat7",NA,NA,NA,2
"93","cpn90",3.43,0.48,2.2,"brand4","prod37","cat5","cat7",NA,NA,NA,2
"94","cpn91",7.18,1.7,0.94,"brand6","prod33","cat1","cat4",NA,NA,NA,2
"98","cpn95",3.47,0.69,0.94,"brand4","prod11","cat3","cat7",NA,NA,NA,2
"103","cpn100",7.87,1.57,1.57,"brand3","prod3","cat5","cat15",NA,NA,NA,2
"107","cpn104",2.5,2.5,1.88,"brand4","prod60","cat5","cat7",NA,NA,NA,2
"108","cpn105",3.06,3.06,1.88,"brand4","prod61","cat11","cat7",NA,NA,NA,2
"109","cpn106",22.92,4.58,1.88,"brand3","prod1","cat1","cat15",NA,NA,NA,2
"112","cpn108",13.06,1.44,1.26,"brand2","prod15","cat8","cat9",NA,NA,NA,2
"113","cpn109",3.66,1.82,3.14,"brand3","prod60","cat5","cat2",NA,NA,NA,2
"114","cpn110",3.57,0,1.57,"brand3","prod60","cat5","cat2",NA,NA,NA,2
"115","cpn111",2.69,1.07,1.57,"brand4","prod62","cat5","cat7",NA,NA,NA,2
"116","cpn112",2.69,1.07,1.57,"brand4","prod62","cat5","cat7",NA,NA,NA,2
"118","cpn114",10,166.72,0.94,"brand4","prod15","cat8","cat7",NA,NA,NA,2
"119","cpn115",4.58,0,3.14,"brand3","prod63","cat5","cat7",NA,NA,NA,2
"123","cpn118",11.07,2.01,0.63,"brand3","prod17","cat5","cat2",NA,NA,NA,2
"124","cpn119",4.58,0,1.26,"brand4","prod35","cat8","cat7",NA,NA,NA,2
"133","cpn128",6.44,0,0.94,"brand4","prod35","cat8","cat7",NA,NA,NA,2
"135","cpn129",4.21,0.69,3.14,"brand3","prod27","cat5","cat4",NA,NA,NA,2
"137","cpn131",7.36,0,1.57,"brand3","prod67","cat13","cat9",NA,NA,NA,2
"141","cpn135",3.15,0.44,0.94,"brand3","prod37","cat5","cat2",NA,NA,NA,2
"145","cpn139",3.98,3.98,1.57,"brand1","prod40","cat1","cat2",NA,NA,NA,2
"147","cpn140",5.46,2.19,2.2,"brand5","prod24","cat5","cat2",NA,NA,NA,2
"148","cpn141",3.57,1.78,1.26,"brand4","prod70","cat8","cat7",NA,NA,NA,2
